Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SecondTestSuite,Chrome 58.0.3029.110,,2017-06-22 21:11:01,2017-06-22 21:12:09,1m - 8.310s,PASSED
,,,,,,
Test Cases/PreferenceTestCase,Chrome 58.0.3029.110,,2017-06-22 21:11:01,2017-06-22 21:12:09,1m - 7.988s,PASSED
"Statement - info = [""url"":"""", ""username"":"""", ""password"":""""]",Chrome 58.0.3029.110,,2017-06-22 21:11:02,2017-06-22 21:11:02,0.002s,PASSED
"Statement - data = com.kms.katalon.core.testdata.TestDataFactory.findTestData(""Data Files/FirstTestData"")",Chrome 58.0.3029.110,,2017-06-22 21:11:02,2017-06-22 21:11:03,1.234s,PASSED
"Statement - url = data.getValue(1, 1)",Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:03,0.036s,PASSED
"Statement - username = data.getValue(2, 1)",Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:03,0.001s,PASSED
"Statement - password = data.getValue(3, 1)",Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:03,0.001s,PASSED
Statement - url = url,Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:03,0.001s,PASSED
Statement - password = password,Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:03,0.001s,PASSED
Statement - username = username,Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:03,0.000s,PASSED
openBrowser,Chrome 58.0.3029.110,,2017-06-22 21:11:03,2017-06-22 21:11:35,31.526s,PASSED
setText,Chrome 58.0.3029.110,,2017-06-22 21:11:35,2017-06-22 21:11:35,0.432s,PASSED
setText,Chrome 58.0.3029.110,,2017-06-22 21:11:35,2017-06-22 21:11:35,0.215s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:35,2017-06-22 21:11:36,0.160s,PASSED
waitForElementVisible,Chrome 58.0.3029.110,,2017-06-22 21:11:36,2017-06-22 21:11:39,3.783s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:39,2017-06-22 21:11:40,0.133s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:40,2017-06-22 21:11:43,3.008s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:43,2017-06-22 21:11:43,0.213s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:43,2017-06-22 21:11:46,3.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:46,2017-06-22 21:11:46,0.656s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:46,2017-06-22 21:11:49,3.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:49,2017-06-22 21:11:50,0.217s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:50,2017-06-22 21:11:53,3.001s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:53,2017-06-22 21:11:53,0.216s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:53,2017-06-22 21:11:56,3.000s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:56,2017-06-22 21:11:56,0.171s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:56,2017-06-22 21:11:59,3.002s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:11:59,2017-06-22 21:11:59,0.160s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:11:59,2017-06-22 21:12:02,3.000s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:12:02,2017-06-22 21:12:02,0.289s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:12:02,2017-06-22 21:12:05,3.000s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 21:12:05,2017-06-22 21:12:06,0.164s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 21:12:06,2017-06-22 21:12:09,3.001s,PASSED
closeBrowser,Chrome 58.0.3029.110,,2017-06-22 21:12:09,2017-06-22 21:12:09,0.812s,PASSED
