Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
FirstTestSuite,Chrome 58.0.3029.110,,2017-06-22 19:24:14,2017-06-22 19:27:40,3m - 26.053s,FAILED
,,,,,,
Test Cases/FirstSciptUsingTool,Chrome 58.0.3029.110,,2017-06-22 19:24:14,2017-06-22 19:26:22,2m - 7.666s,FAILED
"Statement - info = [""url"":"""", ""username"":"""", ""password"":""""]",Chrome 58.0.3029.110,,2017-06-22 19:24:15,2017-06-22 19:24:15,0.001s,PASSED
"Statement - data = com.kms.katalon.core.testdata.TestDataFactory.findTestData(""Data Files/FirstTestData"")",Chrome 58.0.3029.110,,2017-06-22 19:24:15,2017-06-22 19:24:16,0.931s,PASSED
"Statement - url = data.getValue(1, 1)",Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:24:16,0.024s,PASSED
"Statement - username = data.getValue(2, 1)",Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:24:16,0.002s,PASSED
"Statement - password = data.getValue(3, 1)",Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:24:16,0.001s,PASSED
Statement - url = url,Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:24:16,0.001s,PASSED
Statement - password = password,Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:24:16,0.001s,PASSED
Statement - username = username,Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:24:16,0.001s,PASSED
openBrowser,Chrome 58.0.3029.110,,2017-06-22 19:24:16,2017-06-22 19:25:24,1m - 7.914s,PASSED
setText,Chrome 58.0.3029.110,,2017-06-22 19:25:24,2017-06-22 19:25:24,0.424s,PASSED
setText,Chrome 58.0.3029.110,,2017-06-22 19:25:24,2017-06-22 19:25:24,0.215s,PASSED
click,Chrome 58.0.3029.110,,2017-06-22 19:25:24,2017-06-22 19:25:25,0.141s,PASSED
waitForElementVisible,Chrome 58.0.3029.110,,2017-06-22 19:25:25,2017-06-22 19:25:30,5.814s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 58.0.3029.110,,2017-06-22 19:25:30,2017-06-22 19:25:33,3.007s,PASSED
